ResponseId,EndDate,team_name,themes,Issue,Month.1,Month.2,Month.3,Month.4,Month.5,Month.6,Month.7,Month.8,Month.9,Month.10,Month.11,Month.12,confidence,subexpert,pub,basis,numpred_4,covidcondyn,covidmeas,covidest_1,covidest_2,covidest_3,covidest_4,covidest_5,covidest_6,covidest_7,covidest_8,covidest_9,covidest_10,covidest_11,covidest_12,Method
R_27CEbbkAySDDU6g,5/29/2020 14:03,The Bingo Jingoists,3,ideoldem,42.96,42.03,43.05,42.45,43.56,44.24,45.88,44.02,45.76,43.99,44.09,45.65,3,9,1,"1,4,5",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_24wV0QtBhicWuqE,5/29/2020 14:09,CoronaSky,"1,5,6",lifesat,6.35,6.38,6.35,6.32,6.3,6.28,6.3,6.33,6.35,6.38,6.4,6.42,2,5,1,"1,2",NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_24wV0QtBhicWuqE,5/29/2020 14:09,CoronaSky,"1,5,6",iasian,0.09,0.07,0.05,0.03,0.02,0,0.02,0,-0.01,-0.02,-0.03,-0.04,3,4,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_24wV0QtBhicWuqE,5/29/2020 14:09,CoronaSky,"1,5,6",easian,0.42,0.41,0.4,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,2,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1gu2I9N9y2P5XYo,5/29/2020 17:35,Compassionate Values,"2,4,8",posaffect,-1.058,-1.062,-1.066,-1.07,-1.074,-1.078,-1.082,-1.086,-1.09,-1.094,-1.098,-1.102,1,6,1,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1gu2I9N9y2P5XYo,5/29/2020 17:35,Compassionate Values,"2,4,8",negaffect,1.017,1.019,1.021,1.023,1.025,1.027,1.029,1.031,1.033,1.035,1.037,1.039,1,6,1,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1gu2I9N9y2P5XYo,5/29/2020 17:35,Compassionate Values,"2,4,8",polar,82.96,83.032,83.104,83.176,83.248,83.32,83.392,83.464,83.536,83.608,83.68,83.752,2,4,2,"1,4",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_1gu2I9N9y2P5XYo,5/29/2020 17:35,Compassionate Values,"2,4,8",eafric,-0.091,-0.094,-0.097,-0.1,-0.103,-0.106,-0.109,-0.112,-0.115,-0.118,-0.121,-0.124,2,6,1,"1,4",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_8GHjs56dMRoZxmx,5/29/2020 18:35,Bordeaux,"1,2,3,5,6,7,8,9,10",lifesat,6.46,6.428,6.414,6.426,6.439,6.447,6.46,6.46,6.46,6.46,6.46,6.46,3,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_8GHjs56dMRoZxmx,5/29/2020 18:35,Bordeaux,"1,2,3,5,6,7,8,9,10",posaffect,-0.998,-1.055,-0.998,-0.929,-0.998,-0.998,-0.966,-0.998,-0.996,-1.004,-0.998,-0.972,3,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_8GHjs56dMRoZxmx,5/29/2020 18:35,Bordeaux,"1,2,3,5,6,7,8,9,10",negaffect,0.973,0.989,0.973,0.989,0.989,0.973,0.989,0.989,0.973,0.973,0.989,0.973,3,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_8GHjs56dMRoZxmx,5/29/2020 18:35,Bordeaux,"1,2,3,5,6,7,8,9,10",ideolrep,35.643,35.469,35.166,35.259,35.381,35.689,35.759,35.714,35.714,35.819,35.714,35.714,2,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_8GHjs56dMRoZxmx,5/29/2020 18:35,Bordeaux,"1,2,3,5,6,7,8,9,10",ideoldem,43.868,43.868,43.868,43.868,43.959,44.076,44.084,44.091,43.868,43.868,43.868,43.868,2,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_8GHjs56dMRoZxmx,5/29/2020 18:35,Bordeaux,"1,2,3,5,6,7,8,9,10",iasian,0.386,0.386,0.386,0.386,0.387,0.387,0.386,0.386,0.386,0.387,0.387,0.386,2,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_8GHjs56dMRoZxmx,5/29/2020 18:35,Bordeaux,"1,2,3,5,6,7,8,9,10",easian,-0.03,-0.037,-0.037,-0.037,-0.037,-0.03,-0.037,-0.03,-0.037,-0.03,-0.03,-0.037,2,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_8GHjs56dMRoZxmx,5/29/2020 18:35,Bordeaux,"1,2,3,5,6,7,8,9,10",iafric,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,2,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_8GHjs56dMRoZxmx,5/29/2020 18:35,Bordeaux,"1,2,3,5,6,7,8,9,10",eafric,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,2,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_8GHjs56dMRoZxmx,5/29/2020 18:35,Bordeaux,"1,2,3,5,6,7,8,9,10",igend,0.361,0.361,0.361,0.36,0.36,0.36,0.36,0.358,0.358,0.36,0.36,0.36,2,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_8GHjs56dMRoZxmx,5/29/2020 18:35,Bordeaux,"1,2,3,5,6,7,8,9,10",egend,0.787,0.786,0.784,0.776,0.783,0.774,0.771,0.77,0.769,0.767,0.783,0.766,2,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_2atXh38sPudPrH4,5/30/2020 0:04,Not a fortune teller,1,lifesat,6.3,6.3,6.3,6.3,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,2,4,1,"2,4",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_p6uyrcToHpWqW0p,5/30/2020 10:05,Alex,1,lifesat,2.5,3,3.5,3.5,3.5,3.5,3.5,3.5,3.7,3.8,3.9,4,3,6,2,1,4,1,5,396575,300000,200000,150000,100000,50000,30000,30000,30000,30000,20000,10000,Intuition/Theory
R_2EEjmCJXfoudK6K,5/30/2020 16:23,ForecastSnorecast,"5,7",iasian,0.42,0.425,0.43,0.435,0.44,0.445,0.45,0.43,0.41,0.4,0.39,0.36,5,9,1,"1,2",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_2EEjmCJXfoudK6K,5/30/2020 16:23,ForecastSnorecast,"5,7",iafric,0.315,0.31,0.305,0.3,0.31,0.3,0.305,0.31,0.32,0.33,0.32,0.31,6,9,1,"1,2",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1E6tnVIZxJQDW8X,5/31/2020 14:51,Cynical Belief in the Inexorable Crush of the Wheel,"5,6,7,8",iasian,0.386282,0.386282,0.386282,0.386282,0.386282,0.406,0.406,0.386282,0.386282,0.386282,0.386282,0.386282,3,9,2,"1,2,4,5",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_1E6tnVIZxJQDW8X,5/31/2020 14:51,Cynical Belief in the Inexorable Crush of the Wheel,"5,6,7,8",easian,-0.037148,-0.037148,-0.037148,-0.037148,-0.037148,0.02,0.02,-0.037148,-0.037148,-0.037148,-0.037148,-0.037148,3,9,2,"1,2,4",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_1E6tnVIZxJQDW8X,5/31/2020 14:51,Cynical Belief in the Inexorable Crush of the Wheel,"5,6,7,8",iafric,0.3175501,0.3175501,0.3175501,0.3175501,0.3175501,0.3175501,0.3175501,0.3175501,0.3175501,0.3175501,0.3175501,0.3175501,3,10,1,"2,4",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_1E6tnVIZxJQDW8X,5/31/2020 14:51,Cynical Belief in the Inexorable Crush of the Wheel,"5,6,7,8",eafric,-0.0695762,-0.0695762,-0.034874629,-0.034874629,-0.034874629,-0.034874629,-0.034874629,-0.034874629,-0.034874629,-0.034874629,-0.034874629,-0.034874629,3,10,1,"1,2,4",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_28Opd7wWaGxLfce,6/1/2020 3:53,Renegade,"1,6",lifesat,6.472422477,6.478422477,6.484422477,6.490422477,6.496422477,6.502422477,6.508422477,6.514422477,6.520422477,6.526422477,6.532422477,6.538422477,5,5,1,"1,2",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_28Opd7wWaGxLfce,6/1/2020 3:53,Renegade,"1,6",easian,0.39,0.38,0.38,0.37,0.44,0.41,0.37,0.4,0.38,0.44,0.43,0.37,5,1,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1gw4q8OGemNDYMb,6/1/2020 12:33,DrT,1,lifesat,6.42463991,6.425749818,6.429886704,6.430397692,6.432877219,6.435328579,6.436420302,6.437216162,6.430557298,6.422992947,6.451760565,6.433666827,5,5,2,"2,4,5",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_8v4jsmqWvaaOyul,6/3/2020 19:47,Comet,1,lifesat,5,4,4,3,3,4,4,5,5,5,5,6,6,9,1,2,10,1,4,900,800,800,1200,1300,1400,1500,1300,1200,1200,900,800,Intuition/Theory
R_1gnp5eVythPBWYM,6/4/2020 1:28,The Well-Adjusted R Squares,"5,6,7,8,9,10",iasian,0.3886045,0.388715,0.3888256,0.3889362,0.3890468,0.3891574,0.389268,0.3893786,0.3894892,0.3895998,0.3897104,0.3898209,5,5,1,"1,2,4",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_1gnp5eVythPBWYM,6/4/2020 1:28,The Well-Adjusted R Squares,"5,6,7,8,9,10",easian,-0.1017757,-0.1046566,-0.1075375,-0.1104184,-0.1132993,-0.1161802,-0.1190611,-0.121942,-0.1248229,-0.1277038,-0.1305847,-0.1334656,5,6,1,"1,2,4",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_1gnp5eVythPBWYM,6/4/2020 1:28,The Well-Adjusted R Squares,"5,6,7,8,9,10",iafric,0.3134715,0.313218,0.3129645,0.312711,0.3124575,0.3122039,0.3119504,0.3116969,0.3114434,0.3111898,0.3109363,0.3106828,5,6,1,"1,2,4",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_1gnp5eVythPBWYM,6/4/2020 1:28,The Well-Adjusted R Squares,"5,6,7,8,9,10",eafric,-0.1017757,-0.1046566,-0.1075375,-0.1104184,-0.1132993,-0.1161802,-0.1190611,-0.121942,-0.1248229,-0.1277038,-0.1305847,-0.1334656,5,6,1,"1,2,4",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_1gnp5eVythPBWYM,6/4/2020 1:28,The Well-Adjusted R Squares,"5,6,7,8,9,10",igend,0.3576008,0.3572433,0.3568859,0.3565284,0.3561709,0.3558134,0.355456,0.3550985,0.354741,0.3543836,0.3540261,0.3536686,5,5,1,"1,2,4",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_1gnp5eVythPBWYM,6/4/2020 1:28,The Well-Adjusted R Squares,"5,6,7,8,9,10",egend,0.7823498,0.77975,0.7771502,0.7745504,0.7719505,0.7693507,0.7667509,0.7641511,0.7615513,0.7589514,0.7563516,0.7537518,5,5,1,"1,2,4",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_1mjZatLwm6h4rGR,6/4/2020 4:57,meebe,"1,4,5",lifesat,6.5,6.3,6.2,6.3,6.3,6.2,6.2,6.3,6.3,6.2,6.3,6.3,5,9,1,"1,4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_2y9FAXYABygvgUh,6/4/2020 6:51,HHH,1,lifesat,7,7,7,6,6,6,6,6,7,7,7,7,1,1,2,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_22zcoRoZJMzIfgj,6/5/2020 7:58,AbCdEfG,"1,2,3,5,6,7,8,9,10",lifesat,6.37,6.28,6.24,6.25,6.28,6.29,6.31,6.3,6.29,6.32,6.32,6.31,4,4,2,"1,4",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_22zcoRoZJMzIfgj,6/5/2020 7:58,AbCdEfG,"1,2,3,5,6,7,8,9,10",posaffect,-0.9333,-1.1826,-0.983,-1.1532,-1.0396,-0.8595,-1.137,-1.3994,-0.9259,-0.9302,-1.2639,-1.0749,2,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_22zcoRoZJMzIfgj,6/5/2020 7:58,AbCdEfG,"1,2,3,5,6,7,8,9,10",negaffect,0.9471,1.0161,0.9022,1.1364,1.047,0.816,1.0678,1.2088,0.882,0.97,1.1405,0.9941,2,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_22zcoRoZJMzIfgj,6/5/2020 7:58,AbCdEfG,"1,2,3,5,6,7,8,9,10",ideolrep,37.5,36.9,36.31,35.79,35.35,34.99,34.68,34.43,34.22,34.05,33.9,33.78,1,4,1,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_22zcoRoZJMzIfgj,6/5/2020 7:58,AbCdEfG,"1,2,3,5,6,7,8,9,10",ideoldem,47.8,47.65,47.5,47.36,47.22,47.1,46.98,46.88,46.79,46.7,46.63,46.57,1,4,1,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_22zcoRoZJMzIfgj,6/5/2020 7:58,AbCdEfG,"1,2,3,5,6,7,8,9,10",iasian,0.3892,0.3882,0.388,0.388,0.388,0.388,0.388,0.388,0.388,0.388,0.388,0.388,2,1,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_22zcoRoZJMzIfgj,6/5/2020 7:58,AbCdEfG,"1,2,3,5,6,7,8,9,10",easian,-0.03579,-0.0366,-0.03664,-0.03665,-0.03665,-0.03665,-0.03665,-0.03665,-0.03665,-0.03665,-0.03665,-0.03665,1,1,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_22zcoRoZJMzIfgj,6/5/2020 7:58,AbCdEfG,"1,2,3,5,6,7,8,9,10",iafric,0.3166,0.3178,0.3176,0.3177,0.3179,0.318,0.318,0.318,0.3181,0.3181,0.3181,0.3181,1,1,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_22zcoRoZJMzIfgj,6/5/2020 7:58,AbCdEfG,"1,2,3,5,6,7,8,9,10",eafric,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.04,-0.04,-0.04,-0.04,-0.04,1,1,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_22zcoRoZJMzIfgj,6/5/2020 7:58,AbCdEfG,"1,2,3,5,6,7,8,9,10",igend,0.3638,0.3645,0.3648,0.365,0.3651,0.3651,0.3651,0.3651,0.3651,0.3651,0.3651,0.3651,1,1,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_22zcoRoZJMzIfgj,6/5/2020 7:58,AbCdEfG,"1,2,3,5,6,7,8,9,10",egend,0.8242,0.8287,0.8308,0.8319,0.8324,0.8326,0.8327,0.8328,0.8328,0.8328,0.8328,0.8328,1,1,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_rdz4BJNvZVJ9lF7,6/5/2020 15:02,NYHC,"3,4,5,6",ideolrep,31,35,38,40,43,45,48,47,46,45,44,43,4,6,1,1,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_rdz4BJNvZVJ9lF7,6/5/2020 15:02,NYHC,"3,4,5,6",ideoldem,38,40,41,43,46,48,50,49,48,47,46,45,4,6,1,1,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_rdz4BJNvZVJ9lF7,6/5/2020 15:02,NYHC,"3,4,5,6",polar,85,85,86,86,87,87,88,86,85,85,84,84,4,6,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_rdz4BJNvZVJ9lF7,6/5/2020 15:02,NYHC,"3,4,5,6",iasian,0.42,0.43,0.43,0.44,0.44,0.45,0.45,0.44,0.44,0.43,0.43,0.42,4,6,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_rdz4BJNvZVJ9lF7,6/5/2020 15:02,NYHC,"3,4,5,6",easian,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.18,0.18,0.17,0.17,0.16,4,6,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3oLLtQSJrtOKHZu,6/5/2020 20:17,Bluebirds,"1,2,3,5,6,7,8,9,10",lifesat,6.46841,6.4686,6.46863,6.46864,6.46864,6.46864,6.46864,6.46864,6.46864,6.46864,6.46864,6.46864,5,5,2,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3oLLtQSJrtOKHZu,6/5/2020 20:17,Bluebirds,"1,2,3,5,6,7,8,9,10",posaffect,-0.999343,-1.30966,-0.842154,-1.00445,-1.30409,-0.848849,-1.00542,-1.29728,-0.854875,-1.00622,-1.29061,-0.855234,5,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3oLLtQSJrtOKHZu,6/5/2020 20:17,Bluebirds,"1,2,3,5,6,7,8,9,10",negaffect,1.03244,1.17127,0.945005,1.01603,1.17977,0.942003,1.01671,1.1786,0.94446,1.01434,1.17913,0.94446,5,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3oLLtQSJrtOKHZu,6/5/2020 20:17,Bluebirds,"1,2,3,5,6,7,8,9,10",ideolrep,37.625,37.1947,38.4808,39.0497,40.7266,41.716,41.1082,40.8005,40.2346,40.0212,40.3989,41.6016,5,5,2,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3oLLtQSJrtOKHZu,6/5/2020 20:17,Bluebirds,"1,2,3,5,6,7,8,9,10",ideoldem,47.12,47.1905,47.228,47.2652,47.3024,47.3396,47.3768,47.414,47.4512,47.4884,47.5256,47.5628,5,5,2,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3oLLtQSJrtOKHZu,6/5/2020 20:17,Bluebirds,"1,2,3,5,6,7,8,9,10",iasian,0.383,0.379,0.412,0.388,0.388,0.388,0.388,0.388,0.388,0.388,0.388,0.388,5,5,2,4,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3oLLtQSJrtOKHZu,6/5/2020 20:17,Bluebirds,"1,2,3,5,6,7,8,9,10",easian,-0.0427656,0.00116419,-0.054445,-0.0823426,-0.122498,-0.0331561,-0.0395179,-0.0390649,-0.0390971,-0.0390948,-0.039095,-0.039095,5,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3oLLtQSJrtOKHZu,6/5/2020 20:17,Bluebirds,"1,2,3,5,6,7,8,9,10",iafric,0.318746,0.318609,0.318563,0.318547,0.318542,0.31854,0.318539,0.318539,0.318539,0.318539,0.318539,0.318539,5,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3oLLtQSJrtOKHZu,6/5/2020 20:17,Bluebirds,"1,2,3,5,6,7,8,9,10",eafric,-0.0823284,-0.0856078,-0.0881803,-0.0904201,-0.0925032,-0.0945125,-0.0964872,-0.0984455,-0.100396,-0.102343,-0.104288,-0.106202,5,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3oLLtQSJrtOKHZu,6/5/2020 20:17,Bluebirds,"1,2,3,5,6,7,8,9,10",igend,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,5,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3oLLtQSJrtOKHZu,6/5/2020 20:17,Bluebirds,"1,2,3,5,6,7,8,9,10",egend,0.784076,0.781587,0.779097,0.776608,0.774119,0.77163,0.769141,0.766651,0.764162,0.761673,0.759184,0.757014,5,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3G7H7ETfkJCYd3T,6/6/2020 4:34,MLTS,"1,2,3,4,5,6,7,8,9,10",lifesat,6.454638819,6.453416235,6.431747525,6.427728411,6.436624997,6.438309353,6.444751017,6.454662154,6.449976618,6.450420236,6.457250484,6.462453006,2,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3G7H7ETfkJCYd3T,6/6/2020 4:34,MLTS,"1,2,3,4,5,6,7,8,9,10",posaffect,-0.963901588,-0.946688753,-1.036746978,-1.018969282,-0.970778336,-0.998721373,-1.020333845,-0.997319498,-0.992835442,-1.009646046,-1.008100168,-0.999515746,2,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3G7H7ETfkJCYd3T,6/6/2020 4:34,MLTS,"1,2,3,4,5,6,7,8,9,10",negaffect,0.984829206,0.985130777,0.985432348,0.985733918,0.986035489,0.98633706,0.986638631,0.986940202,0.987241772,0.987543343,0.987844914,0.988146485,2,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3G7H7ETfkJCYd3T,6/6/2020 4:34,MLTS,"1,2,3,4,5,6,7,8,9,10",ideolrep,35.04883061,34.64922938,34.57181673,34.7625017,35.1515189,35.62795288,36.09007126,36.45161105,36.66215373,36.70756116,36.60849622,36.40972979,1,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3G7H7ETfkJCYd3T,6/6/2020 4:34,MLTS,"1,2,3,4,5,6,7,8,9,10",ideoldem,43.88647638,43.9003893,43.91430223,43.92821515,43.94212807,43.95604099,43.96995391,43.98386683,43.99777976,44.01169268,44.0256056,44.03951852,1,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3G7H7ETfkJCYd3T,6/6/2020 4:34,MLTS,"1,2,3,4,5,6,7,8,9,10",polar,82.33795329,82.41098357,82.78823897,82.69432423,83.02613923,82.87016939,82.59060404,83.09113373,82.58879504,82.84284032,83.16648926,82.59495695,1,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3G7H7ETfkJCYd3T,6/6/2020 4:34,MLTS,"1,2,3,4,5,6,7,8,9,10",iasian,0.386998726,0.387017158,0.38703559,0.387054021,0.387072453,0.387090885,0.387109316,0.387127748,0.38714618,0.387164611,0.387183043,0.387201475,2,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3G7H7ETfkJCYd3T,6/6/2020 4:34,MLTS,"1,2,3,4,5,6,7,8,9,10",easian,-0.032623824,-0.032507584,-0.032391344,-0.032275104,-0.032158865,-0.032042625,-0.031926385,-0.031810145,-0.031693905,-0.031577665,-0.031461425,-0.031345185,2,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3G7H7ETfkJCYd3T,6/6/2020 4:34,MLTS,"1,2,3,4,5,6,7,8,9,10",iafric,0.317386265,0.317344011,0.317301757,0.317259503,0.317217249,0.317174996,0.317132742,0.317090488,0.317048234,0.31700598,0.316963726,0.316921472,2,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3G7H7ETfkJCYd3T,6/6/2020 4:34,MLTS,"1,2,3,4,5,6,7,8,9,10",eafric,-0.070721664,-0.071255165,-0.071788666,-0.072322167,-0.072855668,-0.073389169,-0.07392267,-0.074456171,-0.074989672,-0.075523173,-0.076056674,-0.076590175,2,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3G7H7ETfkJCYd3T,6/6/2020 4:34,MLTS,"1,2,3,4,5,6,7,8,9,10",igend,0.360005116,0.359828593,0.359652071,0.359475549,0.359299027,0.359122504,0.358945982,0.35876946,0.358592937,0.358416415,0.358239893,0.358063371,2,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3G7H7ETfkJCYd3T,6/6/2020 4:34,MLTS,"1,2,3,4,5,6,7,8,9,10",egend,0.782773725,0.781474352,0.78017498,0.778875607,0.777576235,0.776276862,0.77497749,0.773678117,0.772378745,0.771079372,0.76978,0.768480627,2,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3m7AEUY4kJUOy2p,6/6/2020 10:03,Korrigan,1,lifesat,6.4,6.25,6.3,6.35,6.38,6.38,6.55,6.6,6.5,6.48,6.46,6.48,2,6,1,"1,2",7,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3GeUUZmieHau8Rz,6/6/2020 16:39,Tosbik,"3,4,5,6,7,8",ideolrep,35,34,34,36,37,33,32,34,36,36,35,34,5,5,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
